countryCode,SupplierID,PaperlessDate,invoiceNumber,InvoiceDate,DueDate,InvoiceAmount (in thousands USD),Disputed,SettledDate,PaperlessBill,DaysToSettle,DaysLate
818,UWVLM-8364,11-10-2012,2094625749,3-21-2013,4-20-2013,124.53,Yes,4-13-2013,Paper,23,0
818,LIFKX-1604,3-16-2013,2099442949,11-25-2012,12-25-2012,109.65,Yes,1-13-2013,Electronic,49,19
406,ZAVRG-4092,5-19-2012,2102093057,08-06-2012,09-05-2012,138.54,Yes,08-10-2012,Paper,4,0
406,LYRCE-9117,07-05-2013,2110258178,1-25-2012,2-24-2012,19.881,Yes,03-06-2012,Electronic,41,11
406,YCTQO-9322,04-06-2012,2118879783,09-06-2013,10-06-2013,171.81,Yes,10-11-2013,Paper,35,5
391,NDGAE-1080,9-28-2012,2121660717,1-25-2013,2-24-2013,119.685,No,03-02-2013,Paper,36,6
818,VZQCZ-5875,7-15-2013,2123675697,4-23-2013,5-23-2013,110.565,Yes,5-16-2013,Electronic,23,0
406,LYRCE-9117,07-05-2013,2123935799,5-29-2012,6-28-2012,83.325,Yes,07-04-2012,Electronic,36,6
818,HJDUR-7946,2-21-2012,2125307283,08-11-2013,09-10-2013,101.01,Yes,9-14-2013,Paper,34,4
406,QTLGZ-9771,12-10-2012,2127220021,5-19-2012,6-18-2012,103.335,No,6-16-2012,Electronic,28,0
391,HROAQ-7841,9-15-2013,2129779801,11-18-2013,12-18-2013,90.69,Yes,12-06-2013,Paper,18,0
770,NDIOV-9323,07-09-2012,2131645569,08-09-2013,09-08-2013,91.59,Yes,09-05-2013,Paper,27,0
818,LIFKX-1604,3-16-2013,2135320827,9-25-2013,10-25-2013,99.48,Yes,11-05-2013,Paper,41,11
391,DNURW-3598,8-29-2012,2135406295,01-03-2013,02-02-2013,44.559,Yes,1-15-2013,Paper,12,0
897,CQAIF-3676,7-29-2013,2137157996,7-21-2013,8-20-2013,18.495,Yes,08-06-2013,Electronic,16,0
770,MATVB-9149,4-30-2013,2146884103,11-05-2013,12-05-2013,38.934,Yes,11-19-2013,Paper,14,0
897,YDPUJ-3271,04-02-2013,2148266564,05-07-2013,06-06-2013,21.951,No,6-13-2013,Paper,37,7
391,BTDMX-9212,4-22-2012,2158841977,08-10-2013,09-09-2013,96.525,Yes,8-20-2013,Paper,10,0
406,DJOZO-5284,09-11-2012,2161519225,8-21-2013,9-20-2013,148.32,Yes,8-24-2013,Paper,3,0
818,NCUZC-8887,1-22-2013,2161660135,6-17-2012,7-17-2012,36.342,Yes,7-19-2012,Electronic,32,2
406,QTLGZ-9771,12-10-2012,2163218983,9-23-2013,10-23-2013,84.81,No,10-11-2013,Paper,18,0
770,DTULQ-465,03-04-2013,2168211048,09-03-2012,10-03-2012,39.069,No,10-23-2012,Electronic,50,20
391,DPYTF-6708,08-02-2012,2186599481,3-24-2012,4-23-2012,139.14,Yes,05-05-2012,Electronic,42,12
391,MDWKR-7209,10-09-2013,2189582361,12-02-2013,01-01-2014,101.535,Yes,12-28-2013,Paper,26,0
818,ELFBK-6627,11-26-2012,2195380982,01-06-2012,02-05-2012,42.363,No,02-03-2012,Electronic,28,0
897,VLKMI-9286,2-13-2013,2197465204,10-29-2013,11-28-2013,115.11,No,11-13-2013,Paper,15,0
770,MATVB-9149,4-30-2013,2197485429,10-19-2012,11-18-2012,41.049,Yes,11-10-2012,Electronic,22,0
391,BLYDZ-8820,3-19-2013,2205310499,02-06-2012,03-07-2012,107.19,Yes,2-19-2012,Electronic,13,0
406,QZOKX-4632,3-19-2013,2207769708,05-07-2013,06-06-2013,75.33,No,06-06-2013,Paper,30,0
770,ZXNDN-4460,6-27-2013,2212611916,03-09-2013,04-08-2013,29.673,Yes,4-16-2013,Electronic,38,8
770,LEPPM-7228,4-30-2012,2219394194,07-10-2012,08-09-2012,76.98,Yes,8-27-2012,Paper,48,18
897,EEBEO-8690,12-05-2012,2222502881,4-18-2013,5-18-2013,112.335,Yes,5-18-2013,Paper,30,0
391,TWQXF-5196,6-20-2012,2225581108,01-02-2013,02-01-2013,41.139,Yes,1-25-2013,Paper,23,0
897,EEBEO-8690,12-05-2012,2238411211,11-30-2013,12-30-2013,84.315,Yes,01-02-2014,Paper,33,3
770,NRGUP-706,04-09-2013,2238525398,10-05-2013,11-04-2013,32.13,Yes,10-26-2013,Paper,21,0
770,IJYBQ-9928,3-18-2012,2245157726,01-12-2013,02-11-2013,78.105,Yes,02-12-2013,Paper,31,1
770,FDQRK-6077,09-11-2012,2246279696,3-30-2013,4-29-2013,19.26,Yes,04-08-2013,Paper,9,0
406,TCXFQ-8389,8-24-2012,2250514589,1-31-2013,03-02-2013,94.17,No,03-12-2013,Paper,40,10
391,BTDMX-9212,4-22-2012,2253964368,10-09-2013,11-08-2013,42.489,No,11-11-2013,Paper,33,3
770,ZHAKS-7260,6-17-2012,2254159868,03-07-2012,04-06-2012,109.245,Yes,04-03-2012,Electronic,27,0
406,EZTEJ-9725,3-17-2012,2254969061,11-10-2012,12-10-2012,131.145,No,12-23-2012,Paper,43,13
770,LEPPM-7228,4-30-2012,2257886758,05-06-2013,06-05-2013,36.81,Yes,6-13-2013,Paper,38,8
818,ABPKQ-8102,8-29-2013,2262995535,4-17-2013,5-17-2013,105.885,No,06-02-2013,Electronic,46,16
406,OISKG-7600,7-19-2013,2265242742,10-31-2012,11-30-2012,105.105,No,12-07-2012,Electronic,37,7
897,CESLR-7372,01-11-2013,2267585006,12-01-2013,12-31-2013,79.14,Yes,12-15-2013,Paper,14,0
897,UKEUZ-6296,11-26-2012,2267825200,04-12-2013,05-12-2013,24.561,Yes,4-14-2013,Paper,2,0
406,OWJOT-3448,9-15-2012,2268924642,05-02-2012,06-01-2012,99.18,No,6-13-2012,Electronic,42,12
818,HJQPP-2824,09-04-2013,2279639182,01-08-2013,02-07-2013,77.475,Yes,1-23-2013,Electronic,15,0
818,HJDUR-7946,2-21-2012,2281124824,9-18-2012,10-18-2012,24.633,Yes,10-13-2012,Paper,25,0
897,OQZUE-1408,9-14-2012,2290457811,01-02-2013,02-01-2013,77.865,No,02-09-2013,Paper,38,8
770,UQXSS-5592,12-31-2012,2290647227,05-01-2013,5-31-2013,44.316,No,06-04-2013,Paper,34,4
818,JJMFW-3568,01-09-2012,2293228718,05-08-2012,06-07-2012,43.623,No,06-11-2012,Paper,34,4
406,AIEIK-9758,4-23-2012,2294449942,10-28-2012,11-27-2012,101.94,Yes,11-08-2012,Paper,11,0
818,UOPGH-5924,06-06-2013,2322349985,09-01-2012,10-01-2012,89.79,Yes,9-25-2012,Electronic,24,0
406,OISKG-7600,7-19-2013,2328511532,10-20-2013,11-19-2013,116.145,No,11-12-2013,Paper,23,0
391,NDGAE-1080,9-28-2012,2329204679,03-02-2013,04-01-2013,81.84,Yes,3-21-2013,Paper,19,0
818,HEKGV-9181,10-16-2013,2335256242,4-16-2012,5-16-2012,91.8,Yes,5-16-2012,Electronic,30,0
406,DJOZO-5284,09-11-2012,2338418070,8-21-2013,9-20-2013,98.355,Yes,8-26-2013,Paper,5,0
770,FIODB-6831,05-08-2013,2346925593,05-11-2013,06-10-2013,32.283,Yes,06-11-2013,Paper,31,1
897,XNJRO-688,6-24-2012,2349505966,7-16-2012,8-15-2012,8.271,Yes,09-11-2012,Paper,57,27
391,QOKIO-2423,05-11-2013,2355391708,06-08-2013,07-08-2013,90.93,Yes,6-25-2013,Paper,17,0
818,UOPGH-5924,06-06-2013,2361287579,01-06-2013,02-05-2013,103.83,Yes,1-20-2013,Electronic,14,0
897,VTITE-6177,10-26-2012,2364345882,07-03-2012,08-02-2012,43.362,Yes,7-18-2012,Electronic,15,0
770,MATVB-9149,4-30-2013,2367277536,8-13-2012,09-12-2012,78.69,Yes,9-13-2012,Electronic,31,1
406,EZTEJ-9725,3-17-2012,2368072291,3-29-2012,4-28-2012,139.065,No,4-22-2012,Paper,24,0
406,OWJOT-3448,9-15-2012,2369731447,2-26-2013,3-28-2013,120.45,No,04-08-2013,Paper,41,11
818,NCUZC-8887,1-22-2013,2384851778,10-01-2012,10-31-2012,37.8,Yes,10-24-2012,Electronic,23,0
770,FIODB-6831,05-08-2013,2399454150,12-18-2012,1-17-2013,37.404,Yes,1-25-2013,Electronic,38,8
406,QTLGZ-9771,12-10-2012,2404027786,7-19-2012,8-18-2012,101.1,No,08-01-2012,Electronic,13,0
406,KSOIA-5573,9-30-2013,2419712496,02-11-2013,3-13-2013,130.08,Yes,3-29-2013,Electronic,46,16
897,BEASA-1168,11-06-2013,2427602070,1-13-2013,02-12-2013,35.262,Yes,02-01-2013,Electronic,19,0
818,HJQPP-2824,09-04-2013,2428102953,04-02-2012,05-02-2012,125.61,No,05-02-2012,Electronic,30,0
818,LIFKX-1604,3-16-2013,2430916684,03-07-2013,04-06-2013,95.175,Yes,4-22-2013,Electronic,46,16
406,OISKG-7600,7-19-2013,2436471658,11-15-2013,12-15-2013,79.05,No,12-15-2013,Paper,30,0
770,ODQFO-7856,08-05-2012,2440506802,8-24-2013,9-23-2013,123.63,No,9-29-2013,Paper,36,6
897,CESLR-7372,01-11-2013,2441403998,2-27-2013,3-29-2013,88.755,Yes,3-22-2013,Paper,23,0
897,DOLHO-7654,04-04-2012,2442634682,12-28-2012,1-27-2013,40.599,Yes,1-14-2013,Paper,17,0
818,NCUZC-8887,1-22-2013,2442844230,4-15-2013,5-15-2013,96.285,Yes,05-07-2013,Paper,22,0
406,QPZCF-6048,7-13-2012,2448402268,9-24-2013,10-24-2013,114.495,Yes,9-29-2013,Paper,5,0
818,NCUZC-8887,1-22-2013,2455126425,12-02-2013,01-01-2014,44.559,Yes,01-07-2014,Paper,36,6
391,WENVB-9014,08-03-2013,2458579055,3-30-2013,4-29-2013,96.99,Yes,4-28-2013,Electronic,29,0
897,GBFQJ-6391,11-25-2013,2464264884,11-21-2013,12-21-2013,30.798,No,01-01-2014,Electronic,41,11
406,TCXFQ-8389,8-24-2012,2467417742,05-03-2013,06-02-2013,110.355,Yes,5-17-2013,Paper,14,0
897,VLKMI-9286,2-13-2013,2468958728,11-04-2012,12-04-2012,22.545,Yes,11-15-2012,Electronic,11,0
897,VTITE-6177,10-26-2012,2474022594,3-30-2013,4-29-2013,23.13,Yes,04-08-2013,Paper,9,0
406,VMYWJ-5164,11-27-2013,2486669244,11-10-2013,12-10-2013,111.93,Yes,12-03-2013,Electronic,23,0
770,FXWYK-3831,03-08-2013,2487012734,2-26-2013,3-28-2013,111.135,Yes,04-03-2013,Electronic,36,6
770,FIODB-6831,05-08-2013,2487299651,6-20-2013,7-20-2013,43.83,No,7-30-2013,Paper,40,10
770,ZXNDN-4460,6-27-2013,2487366722,5-14-2013,6-13-2013,121.14,No,6-22-2013,Electronic,39,9
770,FDQRK-6077,09-11-2012,2498731471,05-04-2013,06-03-2013,38.331,Yes,5-24-2013,Paper,20,0
818,UWVLM-8364,11-10-2012,2506087459,02-04-2012,03-05-2012,104.67,Yes,03-01-2012,Electronic,26,0
770,KQLDO-7050,9-29-2012,2511657004,11-19-2013,12-19-2013,96.18,Yes,12-03-2013,Paper,14,0
406,AMJEO-8976,03-03-2012,2514985446,9-26-2012,10-26-2012,79.77,Yes,10-16-2012,Paper,20,0
818,HJDUR-7946,2-21-2012,2515817465,8-14-2013,9-13-2013,89.295,Yes,09-05-2013,Paper,22,0
770,ZXNDN-4460,6-27-2013,2527171355,4-22-2013,5-22-2013,112.74,No,6-25-2013,Electronic,64,34
897,UKEUZ-6296,11-26-2012,2528333245,08-03-2012,09-02-2012,40.779,No,8-19-2012,Electronic,16,0
770,DTULQ-465,03-04-2013,2528705655,04-02-2013,05-02-2013,94.5,Yes,4-28-2013,Paper,26,0
391,CGYHU-6632,01-08-2013,2529299395,10-31-2013,11-30-2013,142.065,Yes,11-14-2013,Paper,14,0
406,ZAVRG-4092,5-19-2012,2529818577,04-08-2013,05-08-2013,116.115,Yes,4-14-2013,Paper,6,0
406,QPZCF-6048,7-13-2012,2536946107,04-08-2013,05-08-2013,123.84,Yes,04-12-2013,Paper,4,0
818,UOPGH-5924,06-06-2013,2538594042,1-19-2013,2-18-2013,108.54,No,03-06-2013,Electronic,46,16
406,CKNCN-7245,06-04-2012,2548747206,11-07-2012,12-07-2012,110.73,Yes,11-20-2012,Paper,13,0
897,VAZGD-9460,08-10-2013,2549781535,7-24-2013,8-23-2013,118.59,Yes,8-13-2013,Electronic,20,0
897,YDPUJ-3271,04-02-2013,2556169346,2-26-2013,3-28-2013,35.892,Yes,3-26-2013,Electronic,28,0
391,DPXLN-5920,11-11-2012,2561298220,01-01-2013,1-31-2013,32.49,Yes,1-13-2013,Paper,12,0
818,UOPGH-5924,06-06-2013,2567314677,4-14-2013,5-14-2013,121.89,Yes,05-07-2013,Electronic,23,0
770,UQXSS-5592,12-31-2012,2570203407,5-28-2012,6-27-2012,39.897,Yes,6-29-2012,Electronic,32,2
406,XCLEH-2621,9-24-2012,2571390670,6-24-2013,7-24-2013,135.93,Yes,7-29-2013,Paper,35,5
897,CESLR-7372,01-11-2013,2585471098,3-17-2012,4-16-2012,31.113,Yes,04-09-2012,Electronic,23,0
391,NDGAE-1080,9-28-2012,2592238637,5-27-2012,6-26-2012,138.375,No,6-29-2012,Electronic,33,3
391,PCYBM-8156,03-03-2012,2597867810,1-19-2013,2-18-2013,83.73,Yes,02-12-2013,Paper,24,0
818,UHVMG-5613,5-31-2012,2601240000,8-29-2012,9-28-2012,83.31,No,10-13-2012,Paper,45,15
391,HCSFI-6160,01-10-2013,2603539829,2-25-2012,3-26-2012,124.815,Yes,3-19-2012,Electronic,23,0
770,ODQFO-7856,08-05-2012,2606687722,7-27-2012,8-26-2012,94.755,Yes,8-22-2012,Electronic,26,0
406,EVASK-7938,12-15-2012,2613739879,3-17-2013,4-16-2013,117.075,No,05-04-2013,Paper,48,18
391,TBPGK-5529,08-09-2013,2620239573,11-12-2012,12-12-2012,114.18,No,12-23-2012,Electronic,41,11
391,XLGBV-9841,01-03-2013,2624507770,9-19-2013,10-19-2013,102.87,Yes,10-09-2013,Paper,20,0
770,QUNVJ-3993,12-31-2012,2631512897,4-16-2013,5-16-2013,116.415,Yes,4-27-2013,Paper,11,0
897,EEBEO-8690,12-05-2012,2634865346,11-11-2013,12-11-2013,81.645,Yes,12-18-2013,Paper,37,7
391,DNURW-3598,8-29-2012,2637006355,10-24-2012,11-23-2012,41.688,Yes,11-07-2012,Paper,14,0
818,NCUZC-8887,1-22-2013,2640415264,01-12-2013,02-11-2013,33.264,Yes,02-09-2013,Electronic,28,0
406,AIEIK-9758,4-23-2012,2649653375,5-14-2012,6-13-2012,79.32,Yes,06-02-2012,Paper,19,0
770,IJYBQ-9928,3-18-2012,2652788669,11-02-2012,12-02-2012,84.795,Yes,12-09-2012,Paper,37,7
818,ABPKQ-8102,8-29-2013,2659239002,03-09-2013,04-08-2013,42.174,Yes,04-12-2013,Electronic,34,4
818,HEKGV-9181,10-16-2013,2666514958,8-27-2013,9-26-2013,149.73,No,10-06-2013,Electronic,40,10
770,UQXSS-5592,12-31-2012,2669866009,09-07-2013,10-07-2013,13.077,Yes,10-03-2013,Paper,26,0
391,VJWXS-3569,04-09-2013,2672884107,6-23-2013,7-23-2013,132.84,Yes,07-03-2013,Paper,10,0
818,ABPKQ-8102,8-29-2013,2675977367,5-29-2013,6-28-2013,101.025,No,7-23-2013,Electronic,55,25
391,XGXSB-2820,1-26-2012,2677499645,10-13-2013,11-12-2013,81.27,Yes,10-18-2013,Paper,5,0
770,IJYBQ-9928,3-18-2012,2680537211,12-31-2012,1-30-2013,44.712,Yes,02-02-2013,Paper,33,3
406,VMYWJ-5164,11-27-2013,2686795204,1-14-2013,2-13-2013,77.79,Yes,02-09-2013,Electronic,26,0
391,DNURW-3598,8-29-2012,2690416074,7-20-2012,8-19-2012,126.81,Yes,8-13-2012,Electronic,24,0
406,ETVHD-6833,4-30-2012,2691990774,05-01-2012,5-31-2012,140.55,Yes,5-21-2012,Paper,20,0
770,ZHAKS-7260,6-17-2012,2693687712,11-06-2013,12-06-2013,84.36,Yes,11-27-2013,Paper,21,0
897,CESLR-7372,01-11-2013,2694732346,3-18-2012,4-17-2012,27.072,Yes,04-09-2012,Electronic,22,0
897,XNJRO-688,6-24-2012,2698045898,3-26-2013,4-25-2013,82.74,No,5-27-2013,Paper,62,32
406,EVASK-7938,12-15-2012,2699756054,6-22-2013,7-22-2013,34.929,Yes,7-27-2013,Paper,35,5
770,FDQRK-6077,09-11-2012,2702927165,5-14-2013,6-13-2013,38.763,Yes,5-28-2013,Paper,14,0
391,QOKIO-2423,05-11-2013,2714712536,12-28-2012,1-27-2013,144.465,Yes,1-22-2013,Electronic,25,0
818,JJMFW-3568,01-09-2012,2717531224,10-05-2012,11-04-2012,124.695,No,10-28-2012,Paper,23,0
818,ELFBK-6627,11-26-2012,2726493824,2-13-2013,3-15-2013,86.025,Yes,2-25-2013,Paper,12,0
391,QOKIO-2423,05-11-2013,2726898957,06-01-2013,07-01-2013,116.97,Yes,6-18-2013,Paper,17,0
406,QPZCF-6048,7-13-2012,2732194993,06-09-2013,07-09-2013,115.62,No,6-27-2013,Paper,18,0
406,OWJOT-3448,9-15-2012,2739453750,9-14-2013,10-14-2013,90.21,No,10-16-2013,Paper,32,2
406,TCXFQ-8389,8-24-2012,2741619576,06-11-2013,07-11-2013,132.285,Yes,07-06-2013,Paper,25,0
391,DZINU-2676,10-19-2012,2742482372,11-15-2012,12-15-2012,83.895,No,12-06-2012,Paper,21,0
897,VAZGD-9460,08-10-2013,2744921911,8-20-2012,9-19-2012,78.075,Yes,09-06-2012,Electronic,17,0
897,XNJRO-688,6-24-2012,2745672977,11-14-2012,12-14-2012,20.745,Yes,12-25-2012,Paper,41,11
818,VZQCZ-5875,7-15-2013,2746735978,3-25-2013,4-24-2013,76.185,No,05-06-2013,Electronic,42,12
406,QZOKX-4632,3-19-2013,2748256807,3-25-2013,4-24-2013,96.48,No,4-25-2013,Paper,31,1
391,NEVHP-379,04-06-2013,2748334866,6-24-2013,7-24-2013,92.49,Yes,07-11-2013,Paper,17,0
391,MDWKR-7209,10-09-2013,2752068426,7-23-2013,8-22-2013,84.045,Yes,8-18-2013,Electronic,26,0
770,ZXNDN-4460,6-27-2013,2757630571,4-28-2013,5-28-2013,93.945,Yes,06-01-2013,Electronic,34,4
897,BEASA-1168,11-06-2013,2758133852,06-12-2013,07-12-2013,24.12,Yes,07-03-2013,Electronic,21,0
770,XWAMA-2687,04-03-2013,2765073157,4-15-2013,5-15-2013,82.995,Yes,4-25-2013,Paper,10,0
897,VAZGD-9460,08-10-2013,2771850568,10-28-2012,11-27-2012,40.617,Yes,11-22-2012,Electronic,25,0
818,NKUXM-7695,11-21-2012,2783374359,3-20-2013,4-19-2013,44.91,Yes,3-24-2013,Paper,4,0
406,EVASK-7938,12-15-2012,2794370753,1-16-2012,2-15-2012,131.67,Yes,2-20-2012,Electronic,35,5
391,HROAQ-7841,9-15-2013,2800981331,07-02-2012,08-01-2012,133.71,Yes,7-28-2012,Electronic,26,0
406,VMYWJ-5164,11-27-2013,2801147099,03-03-2013,04-02-2013,119.61,Yes,3-25-2013,Electronic,22,0
391,LZRJV-709,6-20-2013,2806337397,2-19-2012,3-20-2012,94.275,Yes,3-25-2012,Electronic,35,5
406,TCXFQ-8389,8-24-2012,2806345462,4-18-2013,5-18-2013,75.555,Yes,05-08-2013,Paper,20,0
391,TWQXF-5196,6-20-2012,2811916288,10-28-2013,11-27-2013,81.105,Yes,11-13-2013,Paper,16,0
391,NDGAE-1080,9-28-2012,2818239289,7-15-2012,8-14-2012,92.22,Yes,8-13-2012,Electronic,29,0
391,XGXSB-2820,1-26-2012,2819777649,5-24-2013,6-23-2013,92.175,Yes,5-28-2013,Paper,4,0
391,BTDMX-9212,4-22-2012,2824604586,1-28-2012,2-27-2012,111.375,Yes,2-13-2012,Electronic,16,0
770,FDQRK-6077,09-11-2012,2827612776,11-21-2012,12-21-2012,30.024,Yes,12-07-2012,Paper,16,0
818,ABPKQ-8102,8-29-2013,2836103482,05-10-2012,06-09-2012,102.315,No,6-23-2012,Electronic,44,14
406,LYRCE-9117,07-05-2013,2840107384,01-02-2013,02-01-2013,44.631,Yes,02-06-2013,Electronic,35,5
770,IJYBQ-9928,3-18-2012,2843203205,6-27-2012,7-27-2012,41.175,Yes,7-31-2012,Paper,34,4
406,YCTQO-9322,04-06-2012,2863276174,3-26-2012,4-25-2012,143.91,Yes,05-06-2012,Electronic,41,11
391,DNURW-3598,8-29-2012,2867355169,11-05-2013,12-05-2013,135.615,Yes,11-22-2013,Paper,17,0
391,DPYTF-6708,08-02-2012,2871448008,05-05-2013,06-04-2013,114.735,Yes,06-03-2013,Paper,29,0
406,AMJEO-8976,03-03-2012,2872500453,3-25-2012,4-24-2012,101.115,Yes,4-18-2012,Paper,24,0
391,LZRJV-709,6-20-2013,2879905845,11-24-2013,12-24-2013,84.435,Yes,12-24-2013,Paper,30,0
818,VZQCZ-5875,7-15-2013,2882084068,5-22-2013,6-21-2013,99.09,No,07-08-2013,Electronic,47,17
770,KQLDO-7050,9-29-2012,2884857235,9-19-2012,10-19-2012,78.795,Yes,10-13-2012,Electronic,24,0
897,CESLR-7372,01-11-2013,2898287563,10-28-2012,11-27-2012,11.43,Yes,11-25-2012,Electronic,28,0
391,TWKLF-7329,11-20-2013,2899243511,6-30-2012,7-30-2012,111.33,Yes,7-23-2012,Electronic,23,0
897,CESLR-7372,01-11-2013,2900528656,11-28-2012,12-28-2012,37.584,Yes,12-31-2012,Electronic,33,3
391,MDWKR-7209,10-09-2013,2906379232,12-17-2012,1-16-2013,100.125,Yes,02-01-2013,Electronic,46,16
391,NDGAE-1080,9-28-2012,2912484764,08-05-2013,09-04-2013,138.24,No,09-08-2013,Paper,34,4
406,CKNCN-7245,06-04-2012,2923296314,01-04-2012,02-03-2012,101.565,Yes,1-28-2012,Electronic,24,0
818,SYKLB-5148,8-28-2013,2924198405,10-31-2013,11-30-2013,136.89,Yes,11-22-2013,Paper,22,0
818,ELFBK-6627,11-26-2012,2924562260,12-17-2012,1-16-2013,148.095,Yes,01-03-2013,Paper,17,0
391,NDGAE-1080,9-28-2012,2925434305,10-11-2013,11-10-2013,114.105,Yes,10-23-2013,Paper,12,0
897,VTITE-6177,10-26-2012,2926591371,6-22-2013,7-22-2013,32.958,No,7-16-2013,Paper,24,0
770,ZHAKS-7260,6-17-2012,2936586912,4-30-2013,5-30-2013,89.67,Yes,5-30-2013,Paper,30,0
818,NKUXM-7695,11-21-2012,2938081099,3-19-2012,4-18-2012,85.815,No,04-06-2012,Electronic,18,0
406,TCXFQ-8389,8-24-2012,2941967622,01-12-2013,02-11-2013,90.525,No,2-17-2013,Paper,36,6
770,WKLVM-7758,02-06-2012,2947584100,3-19-2013,4-18-2013,108.75,No,05-11-2013,Paper,53,23
897,VAZGD-9460,08-10-2013,2947790319,01-05-2012,02-04-2012,29.052,Yes,1-19-2012,Electronic,14,0
818,HYHDN-3271,4-28-2013,2949843797,04-10-2012,05-10-2012,35.415,Yes,4-15-2012,Electronic,5,0
391,DPXLN-5920,11-11-2012,2952431023,06-11-2013,07-11-2013,79.635,Yes,6-21-2013,Paper,10,0
406,VMYWJ-5164,11-27-2013,2953405239,8-21-2013,9-20-2013,92.115,Yes,09-12-2013,Electronic,22,0
897,XNJRO-688,6-24-2012,2960848442,8-22-2013,9-21-2013,32.94,Yes,9-26-2013,Paper,35,5
391,CGYHU-6632,01-08-2013,2962263073,09-06-2013,10-06-2013,84.75,Yes,9-13-2013,Paper,7,0
818,HJQPP-2824,09-04-2013,2964011876,01-06-2013,02-05-2013,105.75,Yes,1-30-2013,Electronic,24,0
818,HEKGV-9181,10-16-2013,2966580034,5-18-2013,6-17-2013,149.775,No,7-15-2013,Electronic,58,28
897,ERSWK-8942,01-11-2013,2969671498,5-26-2013,6-25-2013,6.723,Yes,5-31-2013,Paper,5,0
897,BEASA-1168,11-06-2013,2969926254,06-11-2013,07-11-2013,123.945,Yes,07-03-2013,Electronic,22,0
391,DPXLN-5920,11-11-2012,2969979126,12-30-2012,1-29-2013,75.51,Yes,1-14-2013,Paper,15,0
770,FIODB-6831,05-08-2013,2970425907,8-13-2013,09-12-2013,32.166,Yes,09-01-2013,Paper,19,0
897,CESLR-7372,01-11-2013,2977673450,06-03-2013,07-03-2013,31.401,Yes,6-24-2013,Paper,21,0
406,AMJEO-8976,03-03-2012,2979360854,05-12-2012,06-11-2012,155.505,Yes,06-02-2012,Paper,21,0
770,ODQFO-7856,08-05-2012,2987359658,03-08-2013,04-07-2013,86.94,No,4-24-2013,Paper,47,17
391,NEVHP-379,04-06-2013,2998565297,02-12-2012,3-13-2012,25.389,Yes,2-28-2012,Electronic,16,0
391,CGYHU-6632,01-08-2013,3007642206,5-20-2012,6-19-2012,84.045,Yes,06-01-2012,Electronic,12,0
818,UWVLM-8364,11-10-2012,3014047527,11-12-2012,12-12-2012,138.045,Yes,12-08-2012,Paper,26,0
391,MDWKR-7209,10-09-2013,3021708026,8-20-2012,9-19-2012,113.325,Yes,9-17-2012,Electronic,28,0
406,OISKG-7600,7-19-2013,3023099665,2-18-2013,3-20-2013,40.959,Yes,03-07-2013,Electronic,17,0
770,XLBER-2026,11-12-2012,3025631561,4-26-2013,5-26-2013,155.31,No,5-25-2013,Paper,29,0
897,VHLWY-9250,06-03-2013,3030097244,2-20-2012,3-21-2012,102.615,Yes,3-18-2012,Electronic,27,0
818,SYKLB-5148,8-28-2013,3032739528,05-10-2013,06-09-2013,129.615,No,06-11-2013,Electronic,32,2
818,LIFKX-1604,3-16-2013,3037486875,1-29-2013,2-28-2013,119.055,Yes,03-11-2013,Electronic,41,11
818,NCUZC-8887,1-22-2013,3047515690,02-03-2013,03-05-2013,33.453,No,3-18-2013,Paper,43,13
391,DZINU-2676,10-19-2012,3053205625,5-28-2012,6-27-2012,84.84,Yes,06-10-2012,Electronic,13,0
770,IJYBQ-9928,3-18-2012,3053271357,04-03-2013,05-03-2013,125.925,Yes,05-09-2013,Paper,36,6
391,NEVHP-379,04-06-2013,3056950318,08-11-2013,09-10-2013,42.372,Yes,8-21-2013,Paper,10,0
406,AIEIK-9758,4-23-2012,3059762503,5-25-2012,6-24-2012,77.01,Yes,06-11-2012,Paper,17,0
391,CGYHU-6632,01-08-2013,3060840844,10-25-2012,11-24-2012,125.52,Yes,11-09-2012,Electronic,15,0
391,IYKOC-9174,11-27-2012,3066073641,03-02-2012,04-01-2012,80.685,Yes,04-02-2012,Electronic,31,1
818,HJQPP-2824,09-04-2013,3077571637,2-27-2013,3-29-2013,96.81,Yes,3-18-2013,Electronic,19,0
406,FGEJI-4640,04-04-2013,3078815666,04-02-2013,05-02-2013,141.93,Yes,4-21-2013,Electronic,19,0
770,LEPPM-7228,4-30-2012,3085234887,02-09-2013,03-11-2013,31.23,Yes,3-14-2013,Paper,33,3
406,TCXFQ-8389,8-24-2012,3086321618,03-01-2013,3-31-2013,80.07,No,4-13-2013,Paper,43,13
770,WKLVM-7758,02-06-2012,3089793803,10-09-2012,11-08-2012,85.23,Yes,11-10-2012,Paper,32,2
406,LYRCE-9117,07-05-2013,3090463848,03-01-2013,3-31-2013,88.035,No,4-30-2013,Electronic,60,30
391,WENVB-9014,08-03-2013,3090692484,11-22-2012,12-22-2012,134.52,Yes,12-24-2012,Electronic,32,2
818,UWVLM-8364,11-10-2012,3091329148,02-06-2013,03-08-2013,137.385,No,03-08-2013,Paper,30,0
818,ELFBK-6627,11-26-2012,3094167372,08-01-2013,8-31-2013,130.245,Yes,8-23-2013,Paper,22,0
818,ABPKQ-8102,8-29-2013,3097229221,04-08-2013,05-08-2013,84.015,No,05-08-2013,Electronic,30,0
